ventilation_space_type,standards_building_type,exhaust_per_area,notes
restroom_ventilation,,1.0,"assuming 50 cfm per fixture and 1 fixture per 50 ft2"
food_preparation_ventilation,,0.7
laundry_washing_ventilation,,0.7
exam_treatment_ventilation,Outpatient,1.3333
imaging_ventilation,Outpatient,1.0
restroom_ventilation,Outpatient,1.6666
restroom_ventilation,PrimarySchool,0.29
restroom_ventilation,SecondarySchool,0.28
restroom_ventilation,SmallHotel,1.14
food_preparation_ventilation,SuperMarket,1.24
