material_id,Material,description,Size,Fuel,source,type,id,unit,province_state,city,year,material_cost,labour_cost,equipment_cost,material_op_factor,labour_op_factor,equipment_op_factor,comments,material_mult,labour_mult
1260,solarelectank,"tank with heat exchanger and electric element 2"" x 2 lb density insulation 66 usg",66,,rs-means,Unit,181688,,,,,,,,,,,,1.0,1.0
1261,solarelectank,"tank with heat exchanger and electric element 2"" x 2 lb density insulation 80 usg",80,,rs-means,Unit,181689,,,,,,,,,,,,1.0,1.0
1262,solarelectank,"tank with heat exchanger and electric element 2"" x 2 lb density insulation 100 usg",100,,rs-means,Unit,181690,,,,,,,,,,,,1.0,1.0
1263,solarelectank,"tank with heat exchanger and electric element 2"" x 2 lb density insulation 120 usg",120,,rs-means,Unit,181691,,,,,,,,,,,,1.0,1.0
1264,tankwrap,"1.5"" tank wrap with vinyl jacket for 60 usg water heater ",60,,rs-means,Unit,181692,,,,,,,,,,,,1.0,1.0
1265,tankwrap,"1.5"" tank wrap with vinyl jacket for 80 usg water heater ",80,,rs-means,Unit,181693,,,,,,,,,,,,1.0,1.0
1266,purge,"air purger 1"" pipe size",,,rs-means,Unit,181694,,,,,,,,,,,,1.0,1.0
1267,elimin,"air eliminator automatic 3/4"" pipe size",,,rs-means,Unit,181695,,,,,,,,,,,,1.0,1.0
1268,ventauto,"air vent automatic 1/8"" fitting",,,rs-means,Unit,181696,,,,,,,,,,,,1.0,1.0
1269,ventmanual,"air vent manual 1/8"" fitting",,,rs-means,Unit,181697,,,,,,,,,,,,1.0,1.0
1270,backflowvalve,"backflow preventer valve 1/2"" pipe size",0.5,,rs-means,Unit,181698,,,,,,,,,,,,1.0,1.0
1271,backflowvalve,"backflow preventer valve 3/4"" pipe size",0.75,,rs-means,Unit,181699,,,,,,,,,,,,1.0,1.0
1272,balancingvalve,"balancing valve 3/4"" pipe size",,,rs-means,Unit,181700,,,,,,,,,,,,1.0,1.0
1273,draindownvalve,draindown valve with 1/2 copper tube,,,rs-means,Unit,181701,,,,,,,,,,,,1.0,1.0
1274,controlvalve,"flow control valve 1/2"" pipe size",,,rs-means,Unit,181702,,,,,,,,,,,,1.0,1.0
1275,extank,expansion tank up to 5 usg,,,rs-means,Unit,181703,,,,,,,,,,,,1.0,1.0
1276,reliefvalve,"relief valve, temp and pressure, 3/4"" pipe size",,,rs-means,Unit,181704,,,,,,,,,,,,1.0,1.0
1277,solenoid,"brass solenoid valve 24V, 3/4"" NPT",0.75,,rs-means,Unit,181705,,,,,,,,,,,,1.0,1.0
1278,solenoid,"brass solenoid valve 24V, 1"" NPT",1,,rs-means,Unit,181706,,,,,,,,,,,,1.0,1.0
1279,vacvalve,"vacuum relief valve 3/4"" pipe size",,,rs-means,Unit,181707,,,,,,,,,,,,1.0,1.0
1280,ccashp,MUZ-FH06NAH (heating capacity in kW),2.55,,custom,Unit,181708,,ONTARIO,TORONTO,2017.0,1632.0,772.0,0.0,1.3,1.3,,1,1.0,1.0
1281,ccashp,MUZ-FH09NAH-1  (heating capacity in kW),3.2,,custom,Unit,181709,,ONTARIO,TORONTO,2017.0,1788.0,772.0,0.0,1.3,1.3,,1,1.0,1.0
1282,ccashp,MUZ-FH12NAH  (heating capacity in kW),3.99,,custom,Unit,181710,,ONTARIO,TORONTO,2017.0,1974.0,772.0,0.0,1.3,1.3,,1,1.0,1.0
1283,ccashp,MUZ-FH15NAH  (heating capacity in kW),5.28,,custom,Unit,181711,,ONTARIO,TORONTO,2017.0,2418.0,772.0,0.0,1.3,1.3,,1,1.0,1.0
1284,ccashp,MUZ-FH18NAH2  (heating capacity in kW),6.33,,custom,Unit,181712,,ONTARIO,TORONTO,2017.0,2784.0,772.0,0.0,1.3,1.3,,1,1.0,1.0
1285,ccashp,MXZ-2C20NAHZ2-U1  (heating capacity in kW),6.44,,custom,Unit,181713,,ONTARIO,TORONTO,2017.0,3456.0,772.0,0.0,1.3,1.3,,1,1.0,1.0
1286,ccashp,MXZ-3C24NAHZ2-U1  (heating capacity in kW),7.33,,custom,Unit,181714,,ONTARIO,TORONTO,2017.0,4806.0,772.0,0.0,1.3,1.3,,1,1.0,1.0
1287,ccashp,MXZ-3C30NAHZ2-U1  (heating capacity in kW),8.38,,custom,Unit,181715,,ONTARIO,TORONTO,2017.0,5076.0,772.0,0.0,1.3,1.3,,1,1.0,1.0
1288,ccashp,MXZ-4C36NAHZ-U1  (heating capacity in kW),13.19,,custom,Unit,181716,,ONTARIO,TORONTO,2017.0,5670.0,772.0,0.0,1.3,1.3,,1,1.0,1.0
1289,ccashp,MXZ-5C42NAHZ-U1  (heating capacity in kW),14.07,,custom,Unit,181717,,ONTARIO,TORONTO,2017.0,6847.2,772.0,0.0,1.3,1.3,,1,1.0,1.0
1290,ccashp,MXZ-8C48NAHZ  (heating capacity in kW),15.83,,custom,Unit,181718,,ONTARIO,TORONTO,2017.0,7501.2,772.0,0.0,1.3,1.3,,1,1.0,1.0
1291,ccashp_condensor,PUHY-HP72TJMU-A  (heating capacity in kW),23.45,,custom,Unit,181719,,ONTARIO,TORONTO,2017.0,18840.0,772.0,0.0,1.3,1.3,,1,1.0,1.0
1292,ccashp_condensor,PUHY-HP96TJMU-A  (heating capacity in kW),31.65,,custom,Unit,181720,,ONTARIO,TORONTO,2017.0,20569.2,772.0,0.0,1.3,1.3,,1,1.0,1.0
1293,ccashp_condensor,PUHY-HP144TSJMU-A  (heating capacity in kW),46.89,,custom,Unit,181721,,ONTARIO,TORONTO,2017.0,37974.0,772.0,0.0,1.3,1.3,,1,1.0,1.0
1294,ccashp_condensor,PUHY-HP192TSJMU-A  (heating capacity in kW),63.3,,custom,Unit,181722,,ONTARIO,TORONTO,2017.0,41432.4,772.0,0.0,1.3,1.3,,1,1.0,1.0
1295,remotecondensor,remote condensor ,,,custom,Unit,181723,,ONTARIO,TORONTO,2017.0,1425.0,385.0,0.0,1.3,1.3,,1,1.0,1.0
1296,EV_valve,daikin 1.75 ton,6.755,,custom,Unit,181724,,ONTARIO,TORONTO,2017.0,250.8,385.0,0.0,1.3,1.3,,1,1.0,1.0
1297,EV_valve,daikin 2.25 ton,8.685,,custom,Unit,181725,,ONTARIO,TORONTO,2017.0,258.4,385.0,0.0,1.3,1.3,,1,1.0,1.0
1298,EV_valve,daikin 3 ton,11.58,,custom,Unit,181726,,ONTARIO,TORONTO,2017.0,273.6,385.0,0.0,1.3,1.3,,1,1.0,1.0
1299,EV_valve,daikin 3.5 ton,13.51,,custom,Unit,181727,,ONTARIO,TORONTO,2017.0,284.24,385.0,0.0,1.3,1.3,,1,1.0,1.0
1300,EV_valve,daikin 4.5 ton,17.37,,custom,Unit,181728,,ONTARIO,TORONTO,2017.0,305.52,385.0,0.0,1.3,1.3,,1,1.0,1.0
1301,EV_valve,daikin 5 ton,19.3,,custom,Unit,181729,,ONTARIO,TORONTO,2017.0,313.12,385.0,0.0,1.3,1.3,,1,1.0,1.0
1302,EV_valve,daikin 7 ton,27.02,,custom,Unit,181730,,ONTARIO,TORONTO,2017.0,337.44,385.0,0.0,1.3,1.3,,1,1.0,1.0
1303,EV_valve,daikin 9 ton,34.74,,custom,Unit,181731,,ONTARIO,TORONTO,2017.0,361.76,385.0,0.0,1.3,1.3,,1,1.0,1.0
1304,EV_valve,daikin 10 ton,38.6,,custom,Unit,181732,,ONTARIO,TORONTO,2017.0,373.92,385.0,0.0,1.3,1.3,,1,1.0,1.0
1305,EV_valve,daikin 12 ton,46.32,,custom,Unit,181733,,ONTARIO,TORONTO,2017.0,398.24,385.0,0.0,1.3,1.3,,1,1.0,1.0
1306,EV_valve,daikin 16 ton,61.76,,custom,Unit,181734,,ONTARIO,TORONTO,2017.0,446.88,385.0,0.0,1.3,1.3,,1,1.0,1.0
1307,lowtempkit,low temperature kit 7.5-20 ton units (daikin),,,custom,Unit,181735,,ONTARIO,TORONTO,2017.0,227.1,102.0,0.0,1.3,1.3,,1,1.0,1.0
1308,refrig_piping,piping and assemblies used in refrigeration systems cost per ton,ton,,rs-means,Unit,181736,,,,,,,,,,,,1.0,1.0
1309,CondensingOilFurnace,95% AFUE 49 MBH at 1000 cfm,14.36950146627566,,rs-means,Unit,181737,,,,,,,,,,,,1.0,1.0
1310,CondensingOilFurnace,95% AFUE 73.5 MBH at 2000 cfm,21.55425219941349,,rs-means,Unit,181738,,,,,,,,,,,,1.0,1.0
1311,CondensingOilFurnace,95% AFUE 96 MBH at 2000 cfm,28.1524926686217,,rs-means,Unit,181739,,,,,,,,,,,,1.0,1.0
1312,CondensingOilFurnace,95% AFUE 115.6 MBH at 2000 cfm,33.90029325513196,,rs-means,Unit,181740,,,,,,,,,,,,1.0,1.0
1313,CondensingOilFurnace,95% AFUE 147 MBH at 2000 cfm,43.10850439882698,,rs-means,Unit,181741,,,,,,,,,,,,1.0,1.0
1314,CondensingOilFurnace,95% AFUE 192 MBH at 4000 cfm,56.3049853372434,,rs-means,Unit,181742,,,,,,,,,,,,1.0,1.0
1315,CondensingOilFurnace,95% AFUE 231.5 MBH at 4000 cfm,67.88856304985337,,rs-means,Unit,181743,,,,,,,,,,,,1.0,1.0
1316,CO-CO2sensor,,,,rs-means,Unit,181744,,,,,,,,,,,,1.0,1.0
1317,VAVboxcontroller,,,,rs-means,Unit,181745,,,,,,,,,,,,1.0,1.0
1318,Humiditycontroller,,,,rs-means,Unit,181746,,,,,,,,,,,,1.0,1.0
1319,Boilerreset,,,,rs-means,Unit,181747,,,,,,,,,,,,1.0,1.0
1320,Humidistatroomcontrol,,,,rs-means,Unit,181748,,,,,,,,,,,,1.0,1.0
1321,Humidistatroomtransmitter,,,,rs-means,Unit,181749,,,,,,,,,,,,1.0,1.0
1322,Humidistatductcontrol,,,,rs-means,Unit,181750,,,,,,,,,,,,1.0,1.0
1323,Humidistatducttransmitter,,,,rs-means,Unit,181751,,,,,,,,,,,,1.0,1.0
1324,Humiditysensor,electric operated,,,rs-means,Unit,181752,,,,,,,,,,,,1.0,1.0
1325,Pressuresensor,electric operated,,,rs-means,Unit,181753,,,,,,,,,,,,1.0,1.0
1326,Temperaturesensor,electric operated,,,rs-means,Unit,181754,,,,,,,,,,,,1.0,1.0
1327,Vent_pvc,6 inch PVC pipe straight length,6,,rs-means,Unit,181755,,,,,,,,,,,,1.0,1.0
1328,Vent_pvc_coupling,6 inch PVC coupling ,6,,rs-means,Unit,181756,,,,,,,,,,,,1.0,1.0
1329,Vent_pvc_elbow,6 inch PVC elbow,6,,rs-means,Unit,181757,,,,,,,,,,,,1.0,1.0
1330,Waterheater_power_vent,power vent (1/8 hp) fan for water heater excludes exhaust piping (fan assembly only) ,0.125,,custom,Unit,181758,,ONTARIO,TORONTO,2020.0,300.0,100.0,0.0,1.25,1.25,1.0,https://www.dhontario.com/free-venting-upgrade-for-rental-power-vented-water-heaterstorontogta/,1.0,1.0
1331,Waterheater_power_vent,power vent (1/2 hp) fan for water heater excludes exhaust piping (fan assembly only) ,0.5,,custom,Unit,181759,,ONTARIO,TORONTO,2020.0,500.0,100.0,0.0,1.25,1.25,1.0,https://www.dhontario.com/free-venting-upgrade-for-rental-power-vented-water-heaterstorontogta/,1.0,1.0
1332,Excavation_trench_1_4,"1-4 ft deep, units are cubic yard and bucket cubic yard ",0.5,,rs-means,Unit,031760,BCY,,,,,,,,,,,1.0,1.0
1333,Excavation_trench_1_4,"1-4 ft deep, units are cubic yard and bucket cubic yard ",0.75,,rs-means,Unit,031761,BCY,,,,,,,,,,,1.0,1.0
1334,Excavation_trench_4_6,"4-6 ft deep, units are cubic yard and bucket cubic yard ",0.5,,rs-means,Unit,031762,BCY,,,,,,,,,,,1.0,1.0
1335,Excavation_trench_4_6,"4-6 ft deep, units are cubic yard and bucket cubic yard ",0.75,,rs-means,Unit,031763,BCY,,,,,,,,,,,1.0,1.0
1336,Excavation_trench_4_6,"4-6 ft deep, units are cubic yard and bucket cubic yard ",1,,rs-means,Unit,031764,BCY,,,,,,,,,,,1.0,1.0
1337,Excavation_trench_4_6,"4-6 ft deep, units are cubic yard and bucket cubic yard ",1.5,,rs-means,Unit,031765,BCY,,,,,,,,,,,1.0,1.0
1338,Excavation_trench_6_10,"6-10 ft deep, units are cubic yard and bucket cubic yard ",0.75,,rs-means,Unit,031766,BCY,,,,,,,,,,,1.0,1.0
1339,Excavation_trench_6_10,"6-10 ft deep, units are cubic yard and bucket cubic yard ",1,,rs-means,Unit,031767,BCY,,,,,,,,,,,1.0,1.0
1340,Excavation_trench_6_10,"6-10 ft deep, units are cubic yard and bucket cubic yard ",1.5,,rs-means,Unit,031768,BCY,,,,,,,,,,,1.0,1.0
1341,Excavation_trench_6_10,"6-10 ft deep, units are cubic yard and bucket cubic yard ",2.5,,rs-means,Unit,031769,BCY,,,,,,,,,,,1.0,1.0
1342,Excavation_trench_10_14,"10-14 ft deep, units are cubic yard and bucket cubic yard ",0.75,,rs-means,Unit,031770,BCY,,,,,,,,,,,1.0,1.0
1343,Excavation_trench_10_14,"10-14 ft deep, units are cubic yard and bucket cubic yard ",1,,rs-means,Unit,031771,BCY,,,,,,,,,,,1.0,1.0
1344,Excavation_trench_10_14,"10-14 ft deep, units are cubic yard and bucket cubic yard ",1.5,,rs-means,Unit,031772,BCY,,,,,,,,,,,1.0,1.0
1345,Excavation_trench_10_14,"10-14 ft deep, units are cubic yard and bucket cubic yard ",2.5,,rs-means,Unit,031773,BCY,,,,,,,,,,,1.0,1.0
1346,Excavation_trench_10_14,"10-14 ft deep, units are cubic yard and bucket cubic yard ",3,,rs-means,Unit,031774,BCY,,,,,,,,,,,1.0,1.0
1347,Excavation_trench_14_30,"14-20 ft deep, units are cubic yard and bucket cubic yard ",1,,rs-means,Unit,031775,BCY,,,,,,,,,,,1.0,1.0
1348,Excavation_trench_14_30,"14-20 ft deep, units are cubic yard and bucket cubic yard ",1.5,,rs-means,Unit,031776,BCY,,,,,,,,,,,1.0,1.0
1349,Excavation_trench_14_30,"14-20 ft deep, units are cubic yard and bucket cubic yard ",2.5,,rs-means,Unit,031777,BCY,,,,,,,,,,,1.0,1.0
1350,Excavation_trench_14_30,"14-20 ft deep, units are cubic yard and bucket cubic yard ",3,,rs-means,Unit,031778,BCY,,,,,,,,,,,1.0,1.0
1351,Excavation_trench_14_30,"14-20 ft deep, units are cubic yard and bucket cubic yard ",3.5,,rs-means,Unit,031779,BCY,,,,,,,,,,,1.0,1.0
1352,Backfill ,tranch with dozer no compaction up to 300 ft haul,,,rs-means,Unit,031780,ECY,,,,,,,,,,,1.0,1.0
1353,Compaction_WalkBehind,"vibrating plate 18"" wide 6 inch lift units are passes and equivalent yards compacted",2,,rs-means,Unit,031781,ECY,,,,,,,,,,,1.0,1.0
1354,Compaction_WalkBehind,"vibrating plate 18"" wide 6 inch lift units are passes and equivalent yards compacted",3,,rs-means,Unit,031782,ECY,,,,,,,,,,,1.0,1.0
1355,Compaction_WalkBehind,"vibrating plate 18"" wide 6 inch lift units are passes and equivalent yards compacted",4,,rs-means,Unit,031783,ECY,,,,,,,,,,,1.0,1.0
1356,Ground_Rod,10 ft copper clad rod 3/4 diameter,10,,rs-means,Unit,191784,unit,,,,,,,,,,,1.0,1.0
1357,Wire_copper_solid,#14,14,,rs-means,Unit,191785,CLF,,,,,,,,,,,1.0,1.0
1358,Wire_copper_solid,#12,12,,rs-means,Unit,191786,CLF,,,,,,,,,,,1.0,1.0
1359,Wire_copper_solid,#10,10,,rs-means,Unit,191787,CLF,,,,,,,,,,,1.0,1.0
1360,Wire_copper_solid,#8,8,,rs-means,Unit,191788,CLF,,,,,,,,,,,1.0,1.0
1361,Wire_copper_solid,#6,6,,rs-means,Unit,191789,CLF,,,,,,,,,,,1.0,1.0
1362,Wire_copper_solid,#4,4,,rs-means,Unit,191790,CLF,,,,,,,,,,,1.0,1.0
1363,Wire_copper_solid,#2,2,,rs-means,Unit,191791,CLF,,,,,,,,,,,1.0,1.0
1364,Wire_copper_stranded,#8,8,,rs-means,Unit,191792,CLF,,,,,,,,,,,1.0,1.0
1365,Wire_copper_stranded,#6,6,,rs-means,Unit,191793,CLF,,,,,,,,,,,1.0,1.0
1366,Wire_copper_stranded,#4,4,,rs-means,Unit,191794,CLF,,,,,,,,,,,1.0,1.0
1367,Wire_copper_stranded,#2,2,,rs-means,Unit,191795,CLF,,,,,,,,,,,1.0,1.0
1368,Wire_copper_stranded,#1,1,,rs-means,Unit,191796,CLF,,,,,,,,,,,1.0,1.0
1369,Wire_copper_stranded,1/0,1/0,,rs-means,Unit,191797,CLF,,,,,,,,,,,1.0,1.0
1370,Wire_copper_stranded,2/0,2/0,,rs-means,Unit,191798,CLF,,,,,,,,,,,1.0,1.0
1371,Wire_copper_stranded,3/0,3/0,,rs-means,Unit,191799,CLF,,,,,,,,,,,1.0,1.0
1372,Wire_copper_stranded,4/0,4/0,,rs-means,Unit,191800,CLF,,,,,,,,,,,1.0,1.0
1373,Exo_weld,4/0 to ground rod,,,rs-means,Unit,191801,unit,,,,,,,,,,,1.0,1.0
1374,Brazed_connection,#6 wire,6,,rs-means,Unit,191802,unit,,,,,,,,,,,1.0,1.0
1375,Brazed_connection,#2 wire,2,,rs-means,Unit,191803,unit,,,,,,,,,,,1.0,1.0
1376,Brazed_connection,3/0 wire,3/0,,rs-means,Unit,191804,unit,,,,,,,,,,,1.0,1.0
1377,Brazed_connection,4/0 wire,4/0,,rs-means,Unit,191805,unit,,,,,,,,,,,1.0,1.0
1378,Transformer_dry_low_voltage,single phase 240/480 primiary 120/240 secondary units kVA,1,,rs-means,Unit,191806,unit,,,,,,,,,,,1.0,1.0
1379,Transformer_dry_low_voltage,single phase 240/480 primiary 120/240 secondary units kVA,2,,rs-means,Unit,191807,unit,,,,,,,,,,,1.0,1.0
1380,Transformer_dry_low_voltage,single phase 240/480 primiary 120/240 secondary units kVA,3,,rs-means,Unit,191808,unit,,,,,,,,,,,1.0,1.0
1381,Transformer_dry_low_voltage,single phase 240/480 primiary 120/240 secondary units kVA,5,,rs-means,Unit,191809,unit,,,,,,,,,,,1.0,1.0
1382,Transformer_dry_low_voltage,single phase 240/480 primiary 120/240 secondary units kVA,7.5,,rs-means,Unit,191810,unit,,,,,,,,,,,1.0,1.0
1383,Transformer_dry_low_voltage,single phase 240/480 primiary 120/240 secondary units kVA,10,,rs-means,Unit,191811,unit,,,,,,,,,,,1.0,1.0
1384,Transformer_dry_low_voltage,single phase 240/480 primiary 120/240 secondary units kVA,15,,rs-means,Unit,191812,unit,,,,,,,,,,,1.0,1.0
1385,Transformer_dry_low_voltage,single phase 240/480 primiary 120/240 secondary units kVA,25,,rs-means,Unit,191813,unit,,,,,,,,,,,1.0,1.0
1386,Transformer_dry_low_voltage,single phase 240/480 primiary 120/240 secondary units kVA,37.5,,rs-means,Unit,191814,unit,,,,,,,,,,,1.0,1.0
1387,Transformer_dry_low_voltage,single phase 240/480 primiary 120/240 secondary units kVA,50,,rs-means,Unit,191815,unit,,,,,,,,,,,1.0,1.0
1388,Transformer_dry_low_voltage,single phase 240/480 primiary 120/240 secondary units kVA,75,,rs-means,Unit,191816,unit,,,,,,,,,,,1.0,1.0
1389,Transformer_dry_low_voltage,single phase 240/480 primiary 120/240 secondary units kVA,100,,rs-means,Unit,191817,unit,,,,,,,,,,,1.0,1.0
1390,Transformer_dry_low_voltage,single phase 240/480 primiary 120/240 secondary units kVA,167,,rs-means,Unit,191818,unit,,,,,,,,,,,1.0,1.0
1391,Circuit_breaker600,3 pole NEMA 1 600V units are amps,30,,rs-means,Unit,191819,unit,,,,,,,,,,,1.0,1.0
1392,Circuit_breaker600,3 pole NEMA 1 600V units are amps,60,,rs-means,Unit,191820,unit,,,,,,,,,,,1.0,1.0
1393,Circuit_breaker600,3 pole NEMA 1 600V units are amps,100,,rs-means,Unit,191821,unit,,,,,,,,,,,1.0,1.0
1394,Circuit_breaker600,3 pole NEMA 1 600V units are amps,200,,rs-means,Unit,191822,unit,,,,,,,,,,,1.0,1.0
1395,Circuit_breaker600,3 pole NEMA 1 600V units are amps,400,,rs-means,Unit,191823,unit,,,,,,,,,,,1.0,1.0
1396,Circuit_breaker600,3 pole NEMA 1 600V units are amps,600,,rs-means,Unit,191824,unit,,,,,,,,,,,1.0,1.0
1397,Circuit_breaker600,3 pole NEMA 1 600V units are amps,,,rs-means,Unit,191819,unit,,,,,,,,,,,1.0,1.0
1398,Circuit_breaker600,3 pole NEMA 1 600V units are amps,,,rs-means,Unit,191819,unit,,,,,,,,,,,1.0,1.0
1399,Circuit_breaker600,3 pole NEMA 1 600V units are amps,,,rs-means,Unit,191819,unit,,,,,,,,,,,1.0,1.0
1400,Circuit_breaker600,3 pole NEMA 1 600V units are amps,,,rs-means,Unit,191819,unit,,,,,,,,,,,1.0,1.0
1401,Circuit_breaker600,3 pole NEMA 1 600V units are amps,,,rs-means,Unit,191825,unit,,,,,,,,,,,1.0,1.0
1402,Circuit_breaker240,3 pole NEMA 240V units are amps,30,,rs-means,Unit,191826,unit,,,,,,,,,,,1.0,1.0
1403,Circuit_breaker240,3 pole NEMA 240V units are amps,60,,rs-means,Unit,191827,unit,,,,,,,,,,,1.0,1.0
1404,Circuit_breaker240,3 pole NEMA 240V units are amps,100,,rs-means,Unit,191828,unit,,,,,,,,,,,1.0,1.0
1405,Circuit_breaker240,3 pole NEMA 240V units are amps,200,,rs-means,Unit,191829,unit,,,,,,,,,,,1.0,1.0
1406,Circuit_breaker240,3 pole NEMA 240V units are amps,400,,rs-means,Unit,191830,unit,,,,,,,,,,,1.0,1.0
1407,Circuit_breaker240,3 pole NEMA 240V units are amps,600,,rs-means,Unit,191831,unit,,,,,,,,,,,1.0,1.0
1414,Safety_switch,general duty 3 pole NEMA 1 fusable units are amps,30,,rs-means,Unit,191832,unit,,,,,,,,,,,1.0,1.0
1415,Safety_switch,general duty 3 pole NEMA 1 fusable units are amps,60,,rs-means,Unit,191833,unit,,,,,,,,,,,1.0,1.0
1416,Safety_switch,general duty 3 pole NEMA 1 fusable units are amps,100,,rs-means,Unit,191834,unit,,,,,,,,,,,1.0,1.0
1417,Safety_switch,general duty 3 pole NEMA 1 fusable units are amps,200,,rs-means,Unit,191835,unit,,,,,,,,,,,1.0,1.0
1418,Safety_switch,general duty 3 pole NEMA 1 fusable units are amps,400,,rs-means,Unit,191836,unit,,,,,,,,,,,1.0,1.0
1419,Safety_switch,general duty 3 pole NEMA 1 fusable units are amps,600,,rs-means,Unit,191837,unit,,,,,,,,,,,1.0,1.0
1420,fuse_250V_timedelay,dual element time delay units are amps,30,,rs-means,Unit,191838,unit,,,,,,,,,,,1.0,1.0
1421,fuse_250V_timedelay,dual element time delay units are amps,5,,rs-means,Unit,191839,unit,,,,,,,,,,,1.0,1.0
1422,fuse_250V_timedelay,dual element time delay units are amps,60,,rs-means,Unit,191840,unit,,,,,,,,,,,1.0,1.0
1423,fuse_250V_timedelay,dual element time delay units are amps,100,,rs-means,Unit,191841,unit,,,,,,,,,,,1.0,1.0
1424,fuse_250V_timedelay,dual element time delay units are amps,200,,rs-means,Unit,191842,unit,,,,,,,,,,,1.0,1.0
1425,fuse_250V_timedelay,dual element time delay units are amps,400,,rs-means,Unit,191843,unit,,,,,,,,,,,1.0,1.0
1426,fuse_250V_timedelay,dual element time delay units are amps,600,,rs-means,Unit,191844,unit,,,,,,,,,,,1.0,1.0
1427,fuse_120V,standard fuse 0.3 to 14 amp,14,,rs-means,Unit,191845,unit,,,,,,,,,,,1.0,1.0
1428,fuse_120V,standard fuse 15 to 30 amp,15,,rs-means,Unit,191846,unit,,,,,,,,,,,1.0,1.0
1429,pvpanel,Solarland 12V SLP100-12U 26.57 x 41.81 x 1.18,100,poly,custom,,191847,unit,BRITISH COLUMBIA,VANCOUVER,2020.0,224.75,35.0,0.0,1.25,1.25,1.0,www.wholesalesolar.com,1.0,1.0
1430,pvpanel,Solarland 12V SLP120-12U 26.57 x 48.98 x 1.38,120,poly,custom,,191848,unit,BRITISH COLUMBIA,VANCOUVER,2020.0,269.7,35.0,0.0,1.25,1.25,1.0,www.wholesalesolar.com,1.0,1.0
1431,pvpanel,Solarland 12V SLP175S-12 26.57 x 59.06 x 1.38,175,mono,custom,,191849,unit,BRITISH COLUMBIA,VANCOUVER,2020.0,324.0,35.0,0.0,1.25,1.25,1.0,www.wholesalesolar.com,1.0,1.0
1432,pvpanel,Heliene Black 60 cell 39.4 x 65.5 x 1.6 ,320,mono,custom,,191850,unit,BRITISH COLUMBIA,VANCOUVER,2020.0,256.0,35.0,0.0,1.25,1.25,1.0,www.wholesalesolar.com,1.0,1.0
1433,pvpanel,Panasonic Black Frame HIT 60 cell 41.5 x 62.5 x 1.6 ,325,mono,custom,,191851,unit,BRITISH COLUMBIA,VANCOUVER,2020.0,355.0,35.0,0.0,1.25,1.25,1.0,www.wholesalesolar.com,1.0,1.0
1434,pvpanel,LG NeON2 LG-335N1K-V5  Black/Black 40 x 66.4 x 1.57 ,335,mono,custom,,191852,unit,BRITISH COLUMBIA,VANCOUVER,2020.0,380.0,35.0,0.0,1.25,1.25,1.0,www.wholesalesolar.com,1.0,1.0
1435,pvpanel,Astronergy CHSM6612M Silver Mono PERC 38.98 x 76.93 x 1.57 ,365,perc,custom,,191853,unit,BRITISH COLUMBIA,VANCOUVER,2020.0,257.0,35.0,0.0,1.25,1.25,1.0,www.wholesalesolar.com,1.0,1.0
1436,pvpanel,Canadian Solar MC4 CS3k-320MS Black Mon PERC 39.1 x 65.9 x 1.38,320,perc,custom,,191854,unit,BRITISH COLUMBIA,VANCOUVER,2020.0,205.0,35.0,0.0,1.25,1.25,1.0,www.wholesalesolar.com,1.0,1.0
1437,pvpanel,Mission Solar Black Mon PERC 39.33 x 65.53 x 1.58,310,perc,custom,,191855,unit,BRITISH COLUMBIA,VANCOUVER,2020.0,259.0,35.0,0.0,1.25,1.25,1.0,www.wholesalesolar.com,1.0,1.0
1438,pvpanel,Hanwha Mono 39.4 x 65.7 x 1.26,310,mono,custom,,191856,unit,BRITISH COLUMBIA,KAMLOOPS,2020.0,269.6,35.0,0.0,1.25,1.25,1.0,www.cdnsolar.ca,1.0,1.0
1439,pvpanel,Canadian Solar CS3k-325MS Black Mon PERC 39.1 x 65.9 x 1.38,325,perc,custom,,191857,unit,BRITISH COLUMBIA,KAMLOOPS,2020.0,283.0,35.0,0.0,1.25,1.25,1.0,www.cdnsolar.ca,1.0,1.0
1440,pvpanel,Canadian Solar 72 Cell Maxpower 325 38.7 x 76.9 x 1.57,325,poly,custom,,191858,unit,ONTARIO,LONDON,2020.0,279.0,35.0,0.0,1.25,1.25,1.0,www.thesolarsupermarket.com,1.0,1.0
1441,pvpanel,Hanwha 72 Cell Quantum HSQ-340-72P 39.7  x 78.5 x 1.38,340,poly,custom,,191859,unit,ONTARIO,LONDON,2020.0,305.0,35.0,0.0,1.25,1.25,1.0,www.thesolarsupermarket.com,1.0,1.0
1442,pvpanel,Hanwha SF220-30-P225 37  x 65.04 x 1.97,220,poly,custom,,191860,unit,ONTARIO,LONDON,2020.0,170.0,35.0,0.0,1.25,1.25,1.0,www.thesolarsupermarket.com,1.0,1.0
1443,pvpanel,Heliene 36HD 26.6  x 58.6 x 1.6,160,mono,custom,,191861,unit,ONTARIO,LONDON,2020.0,263.0,35.0,0.0,1.25,1.25,1.0,www.thesolarsupermarket.com,1.0,1.0
1444,pvpanel,HES-160-36PV 26.6  x 58.3 x 1.38,160,poly,custom,,191862,unit,ONTARIO,LONDON,2020.0,259.0,35.0,0.0,1.25,1.25,1.0,www.thesolarsupermarket.com,1.0,1.0
1445,pvpanel,HES-265-60PV 39  x 64.6 x 1.36,265,poly,custom,,191863,unit,ONTARIO,LONDON,2020.0,249.0,35.0,0.0,1.25,1.25,1.0,www.thesolarsupermarket.com,1.0,1.0
