material_id,Material,description,Size,Fuel,source,type,id,unit,province_state,city,year,material_cost,labour_cost,equipment_cost,material_op_factor,labour_op_factor,equipment_op_factor,comments,material_mult,labour_mult
322,RTU,"Rooftop air conditioner, single zone, electric cool, gas heat, 20 ton cooling, 360 MBH heating, includes, standard controls, curb and economizer",,G,rs-means,Unit,180784,each,,,,,,,,,,,1.0,1.0
323,RTU,"Rooftop air conditioner, single zone, electric cool, gas heat, 25 ton cooling, 450 MBH heating, includes, standard controls, curb and economizer",,G,rs-means,Unit,180785,each,,,,,,,,,,,1.0,1.0
324,RTU,"Rooftop air conditioner, single zone, electric cool, gas heat, 30 ton cooling, 540 MBH heating, includes, standard controls, curb and economizer",,G,rs-means,Unit,180786,each,,,,,,,,,,,1.0,1.0
325,RTU,"Rooftop air conditioner, single zone, electric cool, gas heat, 40 ton cooling, 675 MBH heating, includes, standard controls, curb and economizer",,G,rs-means,Unit,180787,each,,,,,,,,,,,1.0,1.0
326,RTU,"Rooftop air conditioner, single zone, electric cool, gas heat, 50 ton cooling, 810 MBH heating, includes, standard controls, curb and economizer",,G,rs-means,Unit,180788,each,,,,,,,,,,,1.0,1.0
327,RTU,"Rooftop air conditioner, single zone, electric cool, gas heat, 60 ton cooling, 900 MBH heating, includes, standard controls, curb and economizer",,G,rs-means,Unit,180789,each,,,,,,,,,,,1.0,1.0
328,RTU,"Rooftop air conditioner, single zone, electric cool, gas heat, 80 ton cooling, 1000 MBH heating, includes, standard controls, curb and economizer",,G,rs-means,Unit,180790,each,,,,,,,,,,,1.0,1.0
329,RTU,"Rooftop air conditioner, single zone, electric cool, gas heat, 90 ton cooling, 1200 MBH heating, includes, standard controls, curb and economizer",,G,rs-means,Unit,180791,each,,,,,,,,,,,1.0,1.0
330,RTU,"Rooftop air conditioner, single zone, electric cool, gas heat, 100 ton cooling, 1350 MBH heating, includes, standard controls, curb and economizer",,G,rs-means,Unit,180792,each,,,,,,,,,,,1.0,1.0
331,RTU,"Rooftop air conditioner, single zone, electric cool, electric heat, 5 Ton, includes, standard controls, curb and economizer",,E,rs-means,Unit,180793,each,,,,,,,,,,,1.0,1.0
332,RTU,"Rooftop air conditioner, single zone, electric cool, electric heat, 10 ton, includes, standard controls, curb and economizer",,E,rs-means,Unit,180794,each,,,,,,,,,,,1.0,1.0
333,RTU,"Rooftop air conditioner, single zone, electric cool, electric heat, 15 ton, includes, standard controls, curb and economizer",,E,rs-means,Unit,180795,each,,,,,,,,,,,1.0,1.0
334,RTU,"Rooftop air conditioner, single zone, electric cool, electric heat, 20 ton, includes, standard controls, curb and economizer",,E,rs-means,Unit,180796,each,,,,,,,,,,,1.0,1.0
335,RTU,"Rooftop air conditioner, single zone, electric cool, electric heat, 25 ton, includes, standard controls, curb and economizer",,E,rs-means,Unit,180797,each,,,,,,,,,,,1.0,1.0
336,RTU,"Rooftop air conditioner, single zone, electric cool, electric heat, 30 ton, includes, standard controls, curb and economizer",,E,rs-means,Unit,180798,each,,,,,,,,,,,1.0,1.0
337,RTU,"Rooftop air conditioner, single zone, electric cool, electric heat, 40 ton, includes, standard controls, curb and economizer",,E,rs-means,Unit,180799,each,,,,,,,,,,,1.0,1.0
338,RTU,"Rooftop air conditioner, single zone, electric cool, electric heat, 50 ton, includes, standard controls, curb and economizer",,E,rs-means,Unit,180800,each,,,,,,,,,,,1.0,1.0
339,RTU,"Rooftop air conditioner, single zone, electric cool, electric heat, 60 ton, includes, standard controls, curb and economizer",,E,rs-means,Unit,180801,each,,,,,,,,,,,1.0,1.0
340,RTU,"Rooftop air conditioner, single zone, electric cool, electric heat, 75 ton, includes, standard controls, curb and economizer",,E,rs-means,Unit,180802,each,,,,,,,,,,,1.0,1.0
341,RTU,"Rooftop air conditioner, multizone, electric cool, gas heat, 15 ton cooling, 360 MBH heating, includes, standard controls, curb and economizer",,G,rs-means,Unit,180803,each,,,,,,,,,,,1.0,1.0
342,RTU,"Rooftop air conditioner, multizone, electric cool, gas heat, 25 ton cooling, 450 MBH heating, includes, standard controls, curb and economizer",,G,rs-means,Unit,180804,each,,,,,,,,,,,1.0,1.0
343,RTU,"Rooftop air conditioner, multizone, electric cool, gas heat, 30 ton cooling, 540 MBH heating, includes, standard controls, curb and economizer",,G,rs-means,Unit,180805,each,,,,,,,,,,,1.0,1.0
344,RTU,"Rooftop air conditioner, multizone, electric cool, gas heat, 70 ton cooling, 1500 MBH heating, includes, standard controls, curb and economizer",,G,rs-means,Unit,180806,each,,,,,,,,,,,1.0,1.0
360,RTU,"Rooftop air conditioner, subassembly for assembly systems, duct work per ton for rooftop single zone units",,,rs-means,Unit,180807,each,,,,,,,,,,,1.0,1.0
361,RTU,"Rooftop air conditioner, subassembly for assembly systems, duct work per ton for split system remote condensing units",,,rs-means,Unit,180808,each,,,,,,,,,,,1.0,1.0
362,RTU,"Self-contained single package A.C., air cooled, for free blow or duct, packaged with electric heat, constant volume, 10 ton cooling, excludes remote condenser",,,rs-means,Unit,180809,each,,,,,,,,,,,1.0,1.0
363,Pumps,"Pump, circulating, bronze, heated or chilled water application, in line, flanged joints, 1/4 H.P., 2-1/2"" size",186,,rs-means,Unit,180810,each,,,,,,,,,,,1.0,1.0
364,Pumps,"Pump, circulating, cast iron, heated or chilled water application, in line, flanged joints, 1/8 H.P., 3/4"" to 1-1/2"" size",94,,rs-means,Unit,180811,each,,,,,,,,,,,1.0,1.0
365,Pumps,"Pump, circulating, cast iron, high head, bronze impeller, flanged joints, 1 H.P., 2"" size",746,,rs-means,Unit,180812,each,,,,,,,,,,,1.0,1.0
366,Pumps,"Pump, circulating, cast iron, close coupled, end suction, bronze impeller, flanged joints, 1-1/2 H.P., to 40 GPM, 1-1/2"" size",1119,,rs-means,Unit,180813,each,,,,,,,,,,,1.0,1.0
367,Pumps,"Pump, circulating, cast iron, close coupled, end suction, bronze impeller, flanged joints, 2 H.P., to 50 GPM, 2"" size",1491,,rs-means,Unit,180814,each,,,,,,,,,,,1.0,1.0
368,Pumps,"Pump, circulating, cast iron, close coupled, end suction, bronze impeller, flanged joints, 3 H.P., to 90 GPM, 2"" size",2237,,rs-means,Unit,180815,each,,,,,,,,,,,1.0,1.0
369,Pumps,"Pump, circulating, cast iron, close coupled, end suction, bronze impeller, flanged joints, 3.5 H.P., to 150 GPM, 2-1/2"" size",2610,,rs-means,Unit,180816,each,,,,,,,,,,,1.0,1.0
370,Pumps,"Pump, circulating, cast iron, close coupled, end suction, bronze impeller, flanged joints, 5 H.P., to 225 GPM, 3"" size",3729,,rs-means,Unit,180817,each,,,,,,,,,,,1.0,1.0
371,Pumps,"Pump, circulating, cast iron, close coupled, end suction, bronze impeller, flanged joints, 10 H.P., to 350 GPM, 3"" size",7457,,rs-means,Unit,180818,each,,,,,,,,,,,1.0,1.0
372,Pumps,"Pump, circulating, cast iron, close coupled, end suction, bronze impeller, flanged joints, 7-1/2 H.P., to 350 GPM, 4"" size",5593,,rs-means,Unit,180819,each,,,,,,,,,,,1.0,1.0
373,Pumps,"Pump, circulating, cast iron, close coupled, end suction, bronze impeller, flanged joints, 10.5 H.P., to 600 GPM, 4"" size",7830,,rs-means,Unit,180820,each,,,,,,,,,,,1.0,1.0
374,Pumps,"Pump, circulating, cast iron, close coupled, end suction, bronze impeller, flanged joints, 15 HP, to 1000 GPM, 5"" size",11185.5,,rs-means,Unit,180821,each,,,,,,,,,,,1.0,1.0
375,Pumps,"Pump, circulating, cast iron, close coupled, end suction, bronze impeller, flanged joints, 20 HP to 1350 GPM, 5"" size",14914,,rs-means,Unit,180822,each,,,,,,,,,,,1.0,1.0
376,Pumps,"Pump, circulating, cast iron, close coupled, end suction, bronze impeller, flanged joints, 25 H.P., to 1550 GPM, 5"" size",18643,,rs-means,Unit,180823,each,,,,,,,,,,,1.0,1.0
378,CondensatePumps,"Condensate removal system, 115V with 1 gallon ABS tank, 1/50 hp 200 gph (US)",,,rs-means,Unit,180824,each,,,,,,,,,,,1.0,1.0
379,CondensatePumps,"Condensate removal system, 115V with 1 gallon ABS tank, 1/18 hp 270 gph (US)",,,rs-means,Unit,180825,each,,,,,,,,,,,1.0,1.0
380,CondensatePumps,"Condensate removal system, 115V with 1 gallon ABS tank, 1/5 hp 450 gph (US)",,,rs-means,Unit,180826,each,,,,,,,,,,,1.0,1.0
381,CondensatePumps,"Condensate removal system, 230V with 1 gallon ABS tank, 1/5 hp 450 gph (US)",,,rs-means,Unit,180827,each,,,,,,,,,,,1.0,1.0
382,Venting,"Vent chimney, prefabricated metal, gas, double wall, galvanized steel, 4"" diameter, U.L. listed",4,,rs-means,Unit,180828,LF,,,,,,,,,,,1.0,1.0
383,Venting,"Vent chimney, prefabricated metal, gas, double wall, galvanized steel, 5"" diameter, U.L. listed",5,,rs-means,Unit,180829,LF,,,,,,,,,,,1.0,1.0
384,Venting,"Vent chimney, prefabricated metal, gas, double wall, galvanized steel, 6"" diameter, U.L. listed",6,,rs-means,Unit,180830,LF,,,,,,,,,,,1.0,1.0
385,VentingElbow,"Vent chimney, prefabricated metal, gas, double wall, galvanized steel fitting, elbow, 45 Deg., 4"" diameter, U.L. listed",4,,rs-means,Unit,180831,each,,,,,,,,,,,1.0,1.0
386,VentingElbow,"Vent chimney, prefabricated metal, gas, double wall, galvanized steel fitting, elbow, 90 Deg., 6"" diameter, U.L. listed",6,,rs-means,Unit,180832,each,,,,,,,,,,,1.0,1.0
387,VentingFlash,"Vent chimney, prefabricated metal, gas, double wall, galvanized steel fitting, roof flashing, 4"" diameter, U.L. listed",4,,rs-means,Unit,180833,each,,,,,,,,,,,1.0,1.0
388,VentingFlash,"Vent chimney, prefabricated metal, gas, double wall, galvanized steel fitting, roof flashing, 6"" diameter, U.L. listed",6,,rs-means,Unit,180834,each,,,,,,,,,,,1.0,1.0
389,VentingTee,"Vent chimney, prefabricated metal, gas, double wall, galvanized steel fitting, tee, 6"" diameter, U.L. listed",6,,rs-means,Unit,180835,each,,,,,,,,,,,1.0,1.0
390,VentingCap,"Vent chimney, prefabricated metal, gas, double wall, galvanized steel fitting, tee cap, 6"" diameter, U.L. listed",6,,rs-means,Unit,180836,each,,,,,,,,,,,1.0,1.0
391,VentingTop,"Vent chimney, prefabricated metal, gas, double wall, galvanized steel fitting, top, 4"" diameter, U.L. listed",4,,rs-means,Unit,180837,each,,,,,,,,,,,1.0,1.0
392,VentingTop,"Vent chimney, prefabricated metal, gas, double wall, galvanized steel fitting, top, 6"" diameter, U.L. listed",6,,rs-means,Unit,180838,each,,,,,,,,,,,1.0,1.0
393,ElecBoilers,"Boiler, electric, hot water, 7.5 kW, 25.6 MBH, ASME, includes standard controls and trim",7.5,E,rs-means,Unit,180839,each,,,,,,,,,,,1.0,1.0
394,ElecBoilers,"Boiler, electric, hot water, 15 kW, 51.2 MBH, ASME, includes standard controls and trim",15,E,rs-means,Unit,180840,each,,,,,,,,,,,1.0,1.0
395,ElecBoilers,"Boiler, electric, hot water, 30 kW, 102 MBH, ASME, includes standard controls and trim",30,E,rs-means,Unit,180841,each,,,,,,,,,,,1.0,1.0
396,ElecBoilers,"Boiler, electric, hot water, 45 kW, 164 MBH, ASME, includes standard controls and trim",45,E,rs-means,Unit,180842,each,,,,,,,,,,,1.0,1.0
397,ElecBoilers,"Boiler, electric, hot water, 60 kW, 205 MBH, ASME, includes standard controls and trim",60,E,rs-means,Unit,180843,each,,,,,,,,,,,1.0,1.0
398,ElecBoilers,"Boiler, electric, hot water, 75 kW, 205 MBH, ASME, includes standard controls and trim",75,E,rs-means,Unit,180844,each,,,,,,,,,,,1.0,1.0
399,ElecBoilers,"Boiler, electric, hot water, 90 kW, 307 MBH, ASME, includes standard controls and trim",90,E,rs-means,Unit,180845,each,,,,,,,,,,,1.0,1.0
400,ElecBoilers,"Boiler, electric, hot water, 105 kW, 358 MBH, ASME, includes standard controls and trim",105,E,rs-means,Unit,180846,each,,,,,,,,,,,1.0,1.0
401,ElecBoilers,"Boiler, electric, hot water, 135 kW, 461 MBH, ASME, includes standard controls and trim",135,E,rs-means,Unit,180847,each,,,,,,,,,,,1.0,1.0
402,ElecBoilers,"Boiler, electric, hot water, 150 kW, 512 MBH, ASME, includes standard controls and trim",150,E,rs-means,Unit,180848,each,,,,,,,,,,,1.0,1.0
403,ElecBoilers,"Boiler, electric, hot water, 165 kW, 563 MBH, ASME, includes standard controls and trim",165,E,rs-means,Unit,180849,each,,,,,,,,,,,1.0,1.0
404,ElecBoilers,"Boiler, electric, hot water, 296 KW, 1010 MBH, ASME, includes standard controls and trim",296,E,rs-means,Unit,180850,each,,,,,,,,,,,1.0,1.0
405,ElecBoilers,"Boiler, electric, hot water, 370 KW, 1263 MBH, ASME, includes standard controls and trim",370,E,rs-means,Unit,180851,each,,,,,,,,,,,1.0,1.0
406,ElecBoilers,"Boiler, electric, hot water, 444 KW, 1515 MBH, ASME, includes standard controls and trim",444,E,rs-means,Unit,180852,each,,,,,,,,,,,1.0,1.0
407,ElecBoilers,"Boiler, electric, hot water, 518 KW, 1768 MBH, ASME, includes standard controls and trim",518,E,rs-means,Unit,180853,each,,,,,,,,,,,1.0,1.0
408,ElecBoilers,"Boiler, electric, hot water, 592 KW, 2020 MBH, ASME, includes standard controls and trim",592,E,rs-means,Unit,180854,each,,,,,,,,,,,1.0,1.0
409,ElecBoilers,"Boiler, electric, hot water, 666 KW, 2273 MBH, ASME, includes standard controls and trim",666,E,rs-means,Unit,180855,each,,,,,,,,,,,1.0,1.0
410,ElecBoilers,"Boiler, electric, hot water, 740 KW, 2526 MBH, ASME, includes standard controls and trim",740,E,rs-means,Unit,180856,each,,,,,,,,,,,1.0,1.0
411,ElecBoilers,"Boiler, electric, hot water, 814 KW, 2778 MBH, ASME, includes standard controls and trim",814,E,rs-means,Unit,180857,each,,,,,,,,,,,1.0,1.0
412,ElecBoilers,"Boiler, electric, hot water, 888 KW, 3031 MBH, ASME, includes standard controls and trim",888,E,rs-means,Unit,180858,each,,,,,,,,,,,1.0,1.0
413,ElecBoilers,"Boiler, electric, hot water, 962 KW, 3283 MBH, ASME, includes standard controls and trim",962,E,rs-means,Unit,180859,each,,,,,,,,,,,1.0,1.0
414,ElecBoilers,"Boiler, electric, hot water, 1,036 KW, 3536 MBH, ASME, includes standard controls and trim",1036,E,rs-means,Unit,180860,each,,,,,,,,,,,1.0,1.0
415,ElecBoilers,"Boiler, electric, hot water, 1110 KW, 3788 MBH, ASME, includes standard controls and trim",1110,E,rs-means,Unit,180861,each,,,,,,,,,,,1.0,1.0
416,ElecBoilers,"Boiler, electric, hot water, 1440 KW, 4915 MBH, ASME, includes standard controls and trim",1440,E,rs-means,Unit,180862,each,,,,,,,,,,,1.0,1.0
417,ElecBoilers,"Boiler, electric, hot water, 1560 KW, 5323 MBH, ASME, includes standard controls and trim",1560,E,rs-means,Unit,180863,each,,,,,,,,,,,1.0,1.0
418,ElecBoilers,"Boiler, electric, hot water, 1680 kW, 5733 MBH, ASME, includes standard controls and trim",1680,E,rs-means,Unit,180864,each,,,,,,,,,,,1.0,1.0
419,ElecBoilers,"Boiler, electric, hot water, 1800 kW, 6143 MBH, ASME, includes standard controls and trim",1800,E,rs-means,Unit,180865,each,,,,,,,,,,,1.0,1.0
420,ElecBoilers,"Boiler, electric, hot water, 1980 KW, 6757 MBH, ASME, includes standard controls and trim",1980,E,rs-means,Unit,180866,each,,,,,,,,,,,1.0,1.0
421,ElecBoilers,"Boiler, electric, hot water, 2100 KW, 7167 MBH, ASME, includes standard controls and trim",2100,E,rs-means,Unit,180867,each,,,,,,,,,,,1.0,1.0
422,ElecBoilers,"Boiler, electric, hot water, 2220 KW, 7576 MBH, ASME, includes standard controls and trim",2220,E,rs-means,Unit,180868,each,,,,,,,,,,,1.0,1.0
423,ElecBoilers,"Boiler, electric, hot water, 2400 kW, 8191 MBH, ASME, includes standard controls and trim",2400,E,rs-means,Unit,180869,each,,,,,,,,,,,1.0,1.0
424,ElecBoilers,"Boiler, electric, hot water, 2610 kW, 8905 MBH, ASME, includes standard controls and trim",2610,E,rs-means,Unit,180870,each,,,,,,,,,,,1.0,1.0
425,ElecBoilers,"Boiler, electric, hot water, 2790 kW, 10133 MBH, ASME, includes standard controls and trim",2790,E,rs-means,Unit,180871,each,,,,,,,,,,,1.0,1.0
426,ElecBoilers,"Boiler, electric, hot water, 2970 KW, 10133 MBH, ASME, includes standard controls and trim",2970,E,rs-means,Unit,180872,each,,,,,,,,,,,1.0,1.0
427,ElecBoilers,"Boiler, electric, hot water, 3150 KW, 10748 MBH, ASME, includes standard controls and trim",3150,E,rs-means,Unit,180873,each,,,,,,,,,,,1.0,1.0
428,ElecBoilers,"Boiler, electric, hot water, 3240 KW, 11055 MBH, ASME, includes standard controls and trim",3240,E,rs-means,Unit,180874,each,,,,,,,,,,,1.0,1.0
429,ElecBoilers,"Boiler, electric, hot water, 3420 KW, 11669 MBH, ASME, includes standard controls and trim",3420,E,rs-means,Unit,180875,each,,,,,,,,,,,1.0,1.0
430,ElecBoilers,"Boiler, electric, hot water, 3600 KW, 12,283 MBH, ASME, includes standard controls and trim",3600,E,rs-means,Unit,180876,each,,,,,,,,,,,1.0,1.0
431,CondensingBoilers,"Condensing boilers, cast iron, gas fired, natural or LP, packaged, high efficiency, DOE MBH output, 42 MBH, (84.0%) AFUE, includes standard controls, circulator, trim",12.3,G,rs-means,Unit,180877,each,,,,,,,,,,,1.0,1.0
432,CondensingBoilers,"Condensing boilers, cast iron, gas fired, natural or LP, packaged, high efficiency, DOE MBH output, 57 MBH, (84.3%) AFUE, includes standard controls, circulator, trim",16.7,G,rs-means,Unit,180878,each,,,,,,,,,,,1.0,1.0
433,CondensingBoilers,"Condensing boilers, cast iron, gas fired, natural or LP, packaged, high efficiency, DOE MBH output, 85 MBH, (84.0%) AFUE, includes standard controls, circulator, trim",25,G,rs-means,Unit,180879,each,,,,,,,,,,,1.0,1.0
434,CondensingBoilers,"Condensing boilers, cast iron, gas fired, natural or LP, packaged, high efficiency, DOE MBH output, 112 MBH, (83.7%) AFUE, includes standard controls, circulator, trim",32.8,G,rs-means,Unit,180880,each,,,,,,,,,,,1.0,1.0
435,CondensingBoilers,"Condensing boilers, cast iron, gas fired, natural or LP, packaged, high efficiency, DOE MBH output, 140 MBH, (83.3%) AFUE, includes standard controls, circulator, trim",41,G,rs-means,Unit,180881,each,,,,,,,,,,,1.0,1.0
436,CondensingBoilers,"Condensing boilers, cast iron, gas fired, natural or LP, packaged, high efficiency, DOE MBH output, 167 MBH, (83.0%) AFUE, includes standard controls, circulator, trim",49,G,rs-means,Unit,180882,each,,,,,,,,,,,1.0,1.0
437,CondensingBoilers,"Condensing boilers, cast iron, gas fired, natural or LP, packaged, high efficiency, DOE MBH output, 194 MBH, (82.7%) AFUE, includes standard controls, circulator, trim",57,G,rs-means,Unit,180883,each,,,,,,,,,,,1.0,1.0
438,PulseBoilers,"Condensing boilers, special feature gas fired boilers, hot water, pulse combustion, high efficiency, DOE 71 MBH, AFUE 95.2%, includes standard controls, circulator, trim",21,G,rs-means,Unit,180884,each,,,,,,,,,,,1.0,1.0
439,PulseBoilers,"Condensing boilers, special feature gas fired boilers, hot water, pulse combustion, high efficiency, DOE 94 MBH, AFUE 95.3%, includes standard controls, circulator, trim",27.5,G,rs-means,Unit,180885,each,,,,,,,,,,,1.0,1.0
440,PulseBoilers,"Condensing boilers, special feature gas fired boilers, hot water, pulse combustion, high efficiency, DOE 139 MBH, AFUE 95.6%, includes standard controls, circulator, trim",41,G,rs-means,Unit,180886,each,,,,,,,,,,,1.0,1.0
441,PulseBoilers,"Condensing boilers, special feature gas fired boilers, hot water, pulse combustion, high efficiency, DOE 207 MBH, AFUE 95.4%, includes standard controls, circulator, trim",61,G,rs-means,Unit,180887,each,,,,,,,,,,,1.0,1.0
442,PulseBoilers,"Condensing boilers, special feature gas fired boilers, hot water, pulse combustion, high efficiency, DOE 270 MBH, AFUE 96.4%, includes standard controls, circulator, trim",79,G,rs-means,Unit,180888,each,,,,,,,,,,,1.0,1.0
443,PulseBoilers,"Condensing boilers, special feature gas fired boilers, hot water, pulse combustion, high efficiency, DOE 365 MBH, AFUE 91.7%, includes standard controls, circulator, trim",107,G,rs-means,Unit,180889,each,,,,,,,,,,,1.0,1.0
444,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 80 MBH, includes standard controls and insulated jacket, packaged",23.5,G,rs-means,Unit,180890,each,,,,,,,,,,,1.0,1.0
445,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 100 MBH, includes standard controls and insulated jacket, packaged",29.3,G,rs-means,Unit,180891,each,,,,,,,,,,,1.0,1.0
446,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 122 MBH, includes standard controls and insulated jacket, packaged",35.8,G,rs-means,Unit,180892,each,,,,,,,,,,,1.0,1.0
447,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 163 MBH, includes standard controls and insulated jacket, packaged",47.8,G,rs-means,Unit,180893,each,,,,,,,,,,,1.0,1.0
448,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 203 MBH, includes standard controls and insulated jacket, packaged",59.5,G,rs-means,Unit,180894,each,,,,,,,,,,,1.0,1.0
449,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 240 MBH, includes standard controls and insulated jacket, packaged",70.4,G,rs-means,Unit,180895,each,,,,,,,,,,,1.0,1.0
450,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 280 MBH, includes standard controls and insulated jacket, packaged",82,G,rs-means,Unit,180896,each,,,,,,,,,,,1.0,1.0
451,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 320 MBH, includes standard controls and insulated jacket, packaged",94,G,rs-means,Unit,180897,each,,,,,,,,,,,1.0,1.0
452,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 360 MBH, includes standard controls and insulated jacket, packaged",106,G,rs-means,Unit,180898,each,,,,,,,,,,,1.0,1.0
453,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 400 MBH, includes standard controls and insulated jacket, packaged",117.3,G,rs-means,Unit,180899,each,,,,,,,,,,,1.0,1.0
454,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 440 MBH, includes standard controls and insulated jacket, packaged",129,G,rs-means,Unit,180900,each,,,,,,,,,,,1.0,1.0
455,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 544 MBH, includes standard controls and insulated jacket, packaged",160,G,rs-means,Unit,180901,each,,,,,,,,,,,1.0,1.0
456,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 765 MBH, includes standard controls and insulated jacket, packaged",224,G,rs-means,Unit,180902,each,,,,,,,,,,,1.0,1.0
457,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 1088 MBH, includes standard controls and insulated jacket, packaged",319,G,rs-means,Unit,180903,each,,,,,,,,,,,1.0,1.0
458,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 1275 MBH, includes standard controls and insulated jacket, packaged",374,G,rs-means,Unit,180904,each,,,,,,,,,,,1.0,1.0
459,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 1530 MBH, includes standard controls and insulated jacket, packaged",448,G,rs-means,Unit,180905,each,,,,,,,,,,,1.0,1.0
460,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 2000 MBH, includes standard controls and insulated jacket, packaged",586.5,G,rs-means,Unit,180906,each,,,,,,,,,,,1.0,1.0
461,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 2312 MBH, includes standard controls and insulated jacket, packaged",678,G,rs-means,Unit,180907,each,,,,,,,,,,,1.0,1.0
462,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 2856 MBH, includes standard controls and insulated jacket, packaged",840,G,rs-means,Unit,180908,each,,,,,,,,,,,1.0,1.0
463,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 3264 MBH, includes standard controls and insulated jacket, packaged",957,G,rs-means,Unit,180909,each,,,,,,,,,,,1.0,1.0
464,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 3996 MBH, includes standard controls and insulated jacket, packaged",1172,G,rs-means,Unit,180910,each,,,,,,,,,,,1.0,1.0
465,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 4488 MBH, includes standard controls and insulated jacket, packaged",1316,G,rs-means,Unit,180911,each,,,,,,,,,,,1.0,1.0
466,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 4720 MBH, includes standard controls and insulated jacket, packaged",1384,G,rs-means,Unit,180912,each,,,,,,,,,,,1.0,1.0
467,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 5520 MBH, includes standard controls and insulated jacket, packaged",1618,G,rs-means,Unit,180913,each,,,,,,,,,,,1.0,1.0
468,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 6100 MBH, includes standard controls and insulated jacket, packaged",1789,G,rs-means,Unit,180914,each,,,,,,,,,,,1.0,1.0
469,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 6390 MBH, includes standard controls and insulated jacket, packaged",1874,G,rs-means,Unit,180915,each,,,,,,,,,,,1.0,1.0
470,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 6680 MBH, includes standard controls and insulated jacket, packaged",1959,G,rs-means,Unit,180916,each,,,,,,,,,,,1.0,1.0
471,GasBoilers,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 6970 MBH, includes standard controls and insulated jacket, packaged",2044,G,rs-means,Unit,180917,each,,,,,,,,,,,1.0,1.0
472,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 1280 MBH, includes standard controls and insulated flush jacket, packaged",375,W,rs-means,Unit,180918,each,,,,,,,,,,,1.0,1.0
473,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 1460 MBH, includes standard controls and insulated flush jacket, packaged",428,W,rs-means,Unit,180919,each,,,,,,,,,,,1.0,1.0
474,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 1640 MBH, includes standard controls and insulated flush jacket, packaged",481,W,rs-means,Unit,180920,each,,,,,,,,,,,1.0,1.0
475,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 1820 MBH, includes standard controls and insulated flush jacket, packaged",534,W,rs-means,Unit,180921,each,,,,,,,,,,,1.0,1.0
476,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 2000 MBH, includes standard controls and insulated flush jacket, packaged",586.5,W,rs-means,Unit,180922,each,,,,,,,,,,,1.0,1.0
477,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 2360 MBH, includes standard controls and insulated flush jacket, packaged",692,W,rs-means,Unit,180923,each,,,,,,,,,,,1.0,1.0
478,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 2725 MBH, includes standard controls and insulated flush jacket, packaged",800,W,rs-means,Unit,180924,each,,,,,,,,,,,1.0,1.0
479,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 2950 MBH, includes standard controls and insulated flush jacket, packaged",865,W,rs-means,Unit,180925,each,,,,,,,,,,,1.0,1.0
