Time,THERMAL ZONE 1:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1::Des Latent Heat Load [W],THERMAL ZONE 1::Des Latent Cool Load [W],THERMAL ZONE 1::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 1::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 1::Des Heat Load No DOAS [W],THERMAL ZONE 1::Des Sens Cool Load No DOAS [W],THERMAL ZONE 1::Des Latent Heat Load No DOAS [W],THERMAL ZONE 1::Des Latent Cool Load No DOAS [W],THERMAL ZONE 1:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 1:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 1:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 1:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],THERMAL ZONE 2:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2::Des Latent Heat Load [W],THERMAL ZONE 2::Des Latent Cool Load [W],THERMAL ZONE 2::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 2::Des Heat Load No DOAS [W],THERMAL ZONE 2::Des Sens Cool Load No DOAS [W],THERMAL ZONE 2::Des Latent Heat Load No DOAS [W],THERMAL ZONE 2::Des Latent Cool Load No DOAS [W],THERMAL ZONE 2:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 2:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 2:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 2:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],THERMAL ZONE 3:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3::Des Latent Heat Load [W],THERMAL ZONE 3::Des Latent Cool Load [W],THERMAL ZONE 3::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 3::Des Heat Load No DOAS [W],THERMAL ZONE 3::Des Sens Cool Load No DOAS [W],THERMAL ZONE 3::Des Latent Heat Load No DOAS [W],THERMAL ZONE 3::Des Latent Cool Load No DOAS [W],THERMAL ZONE 3:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 3:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 3:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 3:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],THERMAL ZONE 4:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4::Des Latent Heat Load [W],THERMAL ZONE 4::Des Latent Cool Load [W],THERMAL ZONE 4::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 4::Des Heat Load No DOAS [W],THERMAL ZONE 4::Des Sens Cool Load No DOAS [W],THERMAL ZONE 4::Des Latent Heat Load No DOAS [W],THERMAL ZONE 4::Des Latent Cool Load No DOAS [W],THERMAL ZONE 4:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 4:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 4:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 4:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],THERMAL ZONE 5:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5::Des Latent Heat Load [W],THERMAL ZONE 5::Des Latent Cool Load [W],THERMAL ZONE 5::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 5::Des Heat Load No DOAS [W],THERMAL ZONE 5::Des Sens Cool Load No DOAS [W],THERMAL ZONE 5::Des Latent Heat Load No DOAS [W],THERMAL ZONE 5::Des Latent Cool Load No DOAS [W],THERMAL ZONE 5:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 5:TORONTO INTL AP ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 5:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 5:TORONTO INTL AP ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%]
13:45:00,8.106418E+03,9.323109E+03,4.183289E-01,9.141867E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823994E+01,2.399208E+01,4.891593E+01,3.975860E+03,3.141845E+03,2.051751E-01,3.081221E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399058E+01,4.996069E+01,8.165925E+03,4.646352E+03,4.213998E-01,4.556661E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825677E+01,2.399064E+01,5.216269E+01,3.975860E+03,2.688546E+03,2.051751E-01,2.636228E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399190E+01,5.063135E+01,6.385513E+03,6.563525E+03,3.295114E-01,6.436785E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.477624E+01,2.399066E+01,5.461996E+01
14:00:00,8.106410E+03,9.315583E+03,4.183286E-01,9.134448E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823993E+01,2.399211E+01,4.891910E+01,3.975856E+03,3.497431E+03,2.051749E-01,3.429920E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399089E+01,4.948118E+01,8.165915E+03,4.683364E+03,4.213993E-01,4.592954E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825677E+01,2.399064E+01,5.211335E+01,3.975856E+03,2.655015E+03,2.051749E-01,2.603403E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399175E+01,5.069297E+01,6.385474E+03,6.621789E+03,3.295094E-01,6.493931E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.477719E+01,2.399066E+01,5.455237E+01
14:15:00,8.106405E+03,9.271505E+03,4.183283E-01,9.091191E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823993E+01,2.399214E+01,4.893422E+01,3.975853E+03,3.825868E+03,2.051748E-01,3.751943E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399123E+01,4.911065E+01,8.165908E+03,4.715331E+03,4.213990E-01,4.624300E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825677E+01,2.399064E+01,5.206532E+01,3.975853E+03,2.629422E+03,2.051748E-01,2.578350E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399163E+01,5.073682E+01,6.385439E+03,6.673517E+03,3.295076E-01,6.544669E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.477793E+01,2.399063E+01,5.448636E+01
14:30:00,8.106402E+03,9.188982E+03,4.183281E-01,9.010240E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823993E+01,2.399218E+01,4.896927E+01,3.975851E+03,4.124059E+03,2.051747E-01,4.044261E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399154E+01,4.883067E+01,8.165903E+03,4.741613E+03,4.213987E-01,4.650068E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825676E+01,2.399068E+01,5.203249E+01,3.975851E+03,2.608536E+03,2.051747E-01,2.557904E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399154E+01,5.077841E+01,6.385408E+03,6.718071E+03,3.295060E-01,6.588369E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.477851E+01,2.399064E+01,5.443553E+01
14:45:00,8.106400E+03,9.069623E+03,4.183280E-01,8.893170E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823993E+01,2.399222E+01,4.902110E+01,3.975850E+03,4.401421E+03,2.051746E-01,4.316128E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399178E+01,4.860839E+01,8.165899E+03,4.759503E+03,4.213985E-01,4.667604E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825676E+01,2.399071E+01,5.200814E+01,3.975850E+03,2.589309E+03,2.051746E-01,2.539079E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399143E+01,5.081603E+01,6.385382E+03,6.754624E+03,3.295047E-01,6.624222E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.477897E+01,2.399063E+01,5.439380E+01
15:00:00,8.106400E+03,8.907432E+03,4.183280E-01,8.734106E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823993E+01,2.399224E+01,4.908564E+01,3.975849E+03,4.661043E+03,2.051745E-01,4.570603E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399193E+01,4.841245E+01,8.165896E+03,4.768543E+03,4.213983E-01,4.676459E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825676E+01,2.399074E+01,5.199419E+01,3.975849E+03,2.569717E+03,2.051745E-01,2.519904E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399117E+01,5.085372E+01,6.385358E+03,6.783484E+03,3.295034E-01,6.652538E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.477933E+01,2.399058E+01,5.435845E+01
15:15:00,8.106401E+03,8.694960E+03,4.183281E-01,8.525740E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823993E+01,2.399228E+01,4.917219E+01,3.975849E+03,4.902444E+03,2.051745E-01,4.807222E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399207E+01,4.824768E+01,8.165895E+03,4.767633E+03,4.213983E-01,4.675552E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825676E+01,2.399076E+01,5.198625E+01,3.975849E+03,2.548217E+03,2.051745E-01,2.498847E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399122E+01,5.089074E+01,6.385337E+03,6.802700E+03,3.295024E-01,6.671389E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.477962E+01,2.399060E+01,5.432550E+01
15:30:00,8.106403E+03,8.426815E+03,4.183282E-01,8.262782E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823993E+01,2.399234E+01,4.929606E+01,3.975849E+03,5.123840E+03,2.051746E-01,5.024234E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399221E+01,4.811941E+01,8.165895E+03,4.756496E+03,4.213983E-01,4.664615E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825676E+01,2.399081E+01,5.199822E+01,3.975849E+03,2.523950E+03,2.051746E-01,2.475066E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399128E+01,5.094029E+01,6.385318E+03,6.811962E+03,3.295014E-01,6.680473E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.477984E+01,2.399063E+01,5.431143E+01
15:45:00,8.106405E+03,8.094508E+03,4.183283E-01,7.936910E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823993E+01,2.399240E+01,4.945660E+01,3.975850E+03,5.316208E+03,2.051746E-01,5.212791E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399233E+01,4.801698E+01,8.165895E+03,4.736779E+03,4.213983E-01,4.645262E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825676E+01,2.399085E+01,5.202153E+01,3.975850E+03,2.496910E+03,2.051746E-01,2.448557E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399132E+01,5.099602E+01,6.385301E+03,6.811257E+03,3.295005E-01,6.679776E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.478002E+01,2.399066E+01,5.430885E+01
16:00:00,8.106409E+03,7.699532E+03,4.183285E-01,7.549586E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823993E+01,2.399245E+01,4.965811E+01,3.975851E+03,5.477806E+03,2.051747E-01,5.371178E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399244E+01,4.793595E+01,8.165897E+03,4.707904E+03,4.213984E-01,4.616928E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825676E+01,2.399088E+01,5.205262E+01,3.975851E+03,2.466779E+03,2.051747E-01,2.418998E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399136E+01,5.105607E+01,6.385286E+03,6.799231E+03,3.294998E-01,6.667968E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.478015E+01,2.399067E+01,5.431385E+01
16:15:00,8.106413E+03,7.254628E+03,4.183287E-01,7.113307E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823993E+01,2.399250E+01,4.990535E+01,3.975852E+03,5.610408E+03,2.051747E-01,5.501136E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399253E+01,4.787348E+01,8.165899E+03,4.673227E+03,4.213985E-01,4.582904E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825676E+01,2.399091E+01,5.209011E+01,3.975852E+03,2.434595E+03,2.051747E-01,2.387427E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399139E+01,5.112034E+01,6.385273E+03,6.781449E+03,3.294991E-01,6.650516E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.478026E+01,2.399067E+01,5.432447E+01
16:30:00,8.106417E+03,6.778572E+03,4.183289E-01,6.646493E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823993E+01,2.399253E+01,5.020206E+01,3.975854E+03,5.712919E+03,2.051748E-01,5.601597E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399260E+01,4.782921E+01,8.165901E+03,4.632319E+03,4.213986E-01,4.542770E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825676E+01,2.399095E+01,5.213925E+01,3.975854E+03,2.399914E+03,2.051748E-01,2.353409E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399143E+01,5.119425E+01,6.385261E+03,6.757380E+03,3.294984E-01,6.626903E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.478034E+01,2.399069E+01,5.434542E+01
16:45:00,8.106422E+03,6.302580E+03,4.183292E-01,6.179759E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823993E+01,2.399249E+01,5.053454E+01,3.975856E+03,5.788479E+03,2.051749E-01,5.675636E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399267E+01,4.780098E+01,8.165904E+03,4.582011E+03,4.213987E-01,4.493421E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825676E+01,2.399098E+01,5.219741E+01,3.975856E+03,2.360912E+03,2.051749E-01,2.315154E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399147E+01,5.127599E+01,6.385250E+03,6.726686E+03,3.294979E-01,6.596797E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.478041E+01,2.399069E+01,5.437400E+01
17:00:00,8.106428E+03,5.881666E+03,4.183294E-01,5.767062E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823994E+01,2.399233E+01,5.087542E+01,3.975858E+03,5.834994E+03,2.051750E-01,5.721205E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399272E+01,4.778177E+01,8.165907E+03,4.527424E+03,4.213989E-01,4.439873E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825676E+01,2.399103E+01,5.227110E+01,3.975858E+03,2.317630E+03,2.051750E-01,2.272703E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399152E+01,5.137278E+01,6.385240E+03,6.689286E+03,3.294974E-01,6.560114E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.478046E+01,2.399069E+01,5.440871E+01
17:15:00,8.106433E+03,5.529797E+03,4.183297E-01,5.422166E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823994E+01,2.399158E+01,5.115523E+01,3.975860E+03,5.849114E+03,2.051751E-01,5.735014E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399278E+01,4.777834E+01,8.165911E+03,4.489456E+03,4.213991E-01,4.402625E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825676E+01,2.399104E+01,5.234242E+01,3.975860E+03,2.270626E+03,2.051751E-01,2.226600E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399156E+01,5.147966E+01,6.385231E+03,6.645751E+03,3.294969E-01,6.517418E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.478049E+01,2.399068E+01,5.444853E+01
17:30:00,8.106439E+03,5.253283E+03,4.183300E-01,5.151162E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099649E+01,4.823994E+01,2.399153E+01,5.140596E+01,3.975862E+03,5.828023E+03,2.051752E-01,5.714301E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399283E+01,4.779536E+01,8.165915E+03,4.486536E+03,4.213993E-01,4.399764E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099650E+01,4.825677E+01,2.399092E+01,5.236616E+01,3.975862E+03,2.220070E+03,2.051752E-01,2.177015E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099670E+01,4.849972E+01,2.399160E+01,5.159782E+01,6.385223E+03,6.595986E+03,3.294965E-01,6.468619E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099587E+01,4.478052E+01,2.399066E+01,5.449777E+01
